image_id,ground_truth_labels,finetuned_labels,finetuned_scores,pretrained_labels,pretrained_scores
1138289785,['person'],"['person', 'person', 'cell phone']",[    0.98569      0.7665     0.19029],"['person', 'keyboard', 'keyboard', 'toilet', 'skis', 'toilet', 'keyboard', 'handbag', 'teddy bear', 'toilet', 'toilet', 'keyboard', 'car', 'keyboard', 'tv', 'car', 'sports ball', 'toilet', 'sports ball']",[    0.99857     0.58244     0.44725     0.41039     0.34682     0.33812     0.30158     0.29903     0.25607     0.21535     0.15352     0.14918     0.13814     0.13522     0.11512     0.10617    0.098714    0.081886    0.066377    0.066345    0.054344]
1138390059,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'cell phone']",[    0.99342     0.98839     0.98496      0.9846      0.9823     0.98221     0.97955     0.97865     0.96986     0.96355     0.95223     0.92692      0.9146     0.85859     0.67216     0.66169     0.49803     0.19612     0.13354     0.11933    0.066551     0.05156],"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'bowl', 'person', 'person', 'person', 'person', 'person', 'person', 'bowl', 'person', 'mouse', 'person', 'person', 'mouse', 'tie', 'skis', 'person', 'person', 'mouse', 'banana', 'toilet', 'skis', 'person', 'person', 'person', 'person', 'snowboard', 'tennis racket', 'scissors', 'person', 'bowl', 'person', 'person', 'snowboard', 'scissors', 'person', 'person', 'person', 'scissors', 'person', 'scissors', 'scissors', 'person', 'person', 'person']","[    0.99839     0.99293     0.99002     0.98946     0.98837     0.98383     0.98334     0.97528     0.95737     0.94312     0.93848     0.92542     0.90089     0.86052     0.74422     0.56977     0.37826     0.36435     0.35442     0.26085     0.25118     0.24899     0.19196     0.16941     0.15405     0.13773
     0.13198     0.12149     0.10703    0.096325    0.090434    0.090297     0.08829     0.08751    0.080616    0.074488    0.073441    0.073194    0.071544    0.070169    0.068986    0.068297    0.067611     0.06689     0.06563    0.064135    0.063823    0.058075    0.056894    0.055245    0.054489    0.054385
    0.053971    0.053716    0.052447]"
1138763640,['person'],['person'],[    0.97528],['person'],[    0.98081]
1139020647,['person'],"['person', 'person', 'person']",[    0.98357     0.13464    0.070862],"['person', 'person', 'kite', 'baseball glove', 'bottle', 'wine glass', 'bottle', 'kite', 'person', 'parking meter']",[    0.97419     0.78855     0.25287     0.12403     0.11562    0.091056    0.090135    0.076341    0.060991     0.05749]
1139143791,['person'],"['person', 'person', 'cell phone']",[     0.9881     0.13616     0.10314],"['person', 'snowboard', 'person', 'skis', 'snowboard', 'person', 'snowboard', 'person', 'snowboard']",[    0.99592     0.70514     0.33186     0.28137      0.2203     0.19406     0.13783    0.075913    0.052811]
1139492798,['person'],"['person', 'person', 'person', 'person', 'person']",[    0.98182     0.79275     0.55456    0.079055    0.070204],"['person', 'sink', 'person', 'person', 'mouse', 'laptop']",[    0.99321     0.28914     0.10475    0.087139    0.062697    0.060869]
1142554320,['person'],"['person', 'person']",[    0.98186     0.75854],['person'],[    0.98762]
1142649555,"['person', 'cell phone']","['person', 'person']",[     0.9933     0.59607],"['person', 'scissors', 'parking meter', 'parking meter', 'scissors', 'scissors']",[    0.99821     0.98755     0.36837     0.23436     0.14554    0.083248    0.080547    0.067467]
1145051235,['couch'],"['couch', 'couch', 'couch', 'couch', 'clock', 'person', 'car', 'laptop', 'dog', 'laptop', 'laptop', 'potted plant', 'orange', 'car']",[    0.63909     0.22399     0.21656     0.20136     0.19804     0.10718    0.085148    0.082166    0.076555    0.071384    0.061687    0.061078    0.054421    0.052296],"['toilet', 'kite', 'toilet', 'tv', 'toilet', 'keyboard', 'toilet', 'carrot']",[    0.94282      0.8564     0.84762      0.2718       0.261     0.14415    0.089607    0.051051]
1145536672,['person'],"['person', 'cell phone', 'cell phone', 'cell phone', 'laptop', 'clock', 'couch', 'laptop', 'laptop', 'cell phone', 'cup', 'car', 'car']",[     0.9914     0.74584     0.59614     0.40862     0.10839    0.098159    0.082727    0.075267    0.071503    0.068252    0.057689    0.056163    0.055951],"['person', 'person', 'scissors', 'teddy bear', 'sink', 'hair drier', 'teddy bear', 'toothbrush']",[     0.9941     0.77175     0.23475     0.21699     0.13726    0.089112    0.088089    0.078348    0.068128    0.067632     0.06259    0.057121]
1145753020,['handbag'],"['cell phone', 'couch', 'clock', 'car', 'cell phone', 'laptop', 'couch', 'laptop']",[    0.62609    0.087926    0.083678    0.081841    0.068037    0.058978    0.053184    0.053172],"['sports ball', 'sports ball', 'handbag', 'skis', 'handbag']",[     0.9611     0.21017     0.08636    0.085758    0.061045]
1146250068,['person'],"['person', 'person', 'clock', 'cell phone', 'cell phone', 'clock', 'dog']",[    0.80919      0.1354    0.096208      0.0954    0.063469    0.060533    0.052565],"['person', 'car', 'car', 'person', 'truck', 'car']",[    0.96282     0.74012     0.21672     0.17931    0.088095    0.055741]
1147278418,"['person', 'person', 'wine glass', 'wine glass']","['person', 'person', 'person', 'person', 'person', 'cell phone', 'person', 'person', 'person', 'laptop']",[    0.98575     0.97657     0.37447     0.37145     0.11911     0.10684    0.090331    0.060539    0.054041    0.051227],"['person', 'bowl', 'person', 'toilet', 'bowl', 'bird', 'bowl', 'snowboard', 'keyboard', 'person', 'bowl', 'person', 'toilet', 'bowl', 'person', 'bowl', 'hair drier']",[    0.99333     0.97075     0.96294     0.58497     0.53248     0.29673     0.26086      0.1456     0.13215     0.10304    0.094793    0.092307      0.0756    0.073217    0.072728    0.071011    0.057668]
1147616754,['person'],"['person', 'person']",[    0.95934    0.050036],"['person', 'bird', 'bird', 'bird', 'bird', 'bird']",[    0.99731     0.34704     0.20574      0.1585    0.097957    0.063376]
1150684910,['car'],"['car', 'cell phone', 'car', 'cell phone', 'clock', 'laptop', 'cup']",[    0.36688     0.21198     0.11188      0.1085     0.09027    0.083037    0.051085],"['car', 'car', 'truck', 'car']",[    0.96238      0.2825     0.21358    0.066839]
1151819591,['dog'],"['person', 'clock', 'cell phone', 'dog', 'clock', 'car', 'car', 'orange', 'laptop']",[    0.25066     0.17243     0.10987    0.094214    0.080871    0.072851    0.064614    0.060183    0.051338],"['dog', 'mouse', 'dog', 'horse', 'mouse', 'keyboard', 'mouse', 'dining table', 'zebra', 'potted plant', 'dog', 'knife', 'teddy bear', 'dining table']",[    0.72763      0.5664     0.53421     0.29663     0.25399      0.1746     0.13785    0.097014    0.096729    0.094246    0.076017    0.075378    0.073176    0.073056    0.071888    0.064866    0.060092]
1153338900,"['person', 'person']","['person', 'person', 'person', 'person', 'person', 'person', 'person']",[    0.96205     0.95974     0.91588     0.89914     0.60096     0.53246     0.14146],"['person', 'person', 'bird', 'person', 'person', 'apple']",[    0.99804     0.99192     0.28185     0.11374     0.07013    0.066617    0.066229    0.064156     0.05328    0.051276]
1153341132,"['person', 'person']","['person', 'person', 'person', 'person', 'person', 'person', 'person']",[    0.95929     0.92499     0.90126     0.67675     0.39064     0.17641    0.052353],"['person', 'person', 'person', 'person']",[     0.9921      0.9711     0.73254     0.17532]
1154584563,"['potted plant', 'potted plant', 'potted plant', 'potted plant', 'potted plant', 'potted plant']","['clock', 'clock', 'potted plant', 'potted plant', 'potted plant', 'potted plant', 'clock', 'couch', 'dog', 'orange', 'dog', 'orange', 'potted plant', 'orange', 'couch', 'dog', 'person', 'couch', 'clock', 'orange', 'potted plant', 'potted plant', 'dog', 'orange', 'potted plant', 'potted plant', 'person', 'cup', 'car', 'car', 'clock', 'couch', 'couch', 'person', 'potted plant', 'car', 'person', 'potted plant', 'cup', 'dog', 'dog', 'person', 'dog']","[    0.24622     0.22508      0.2135     0.20819     0.15363     0.14429     0.14258     0.13967     0.12493     0.12473     0.11246     0.10893     0.10763     0.10643     0.10451    0.095969    0.094858    0.091086    0.090392    0.089597    0.074612    0.073334    0.072769    0.071157    0.069375    0.069074
    0.069012    0.065086    0.064648    0.064007    0.061525    0.061396     0.05938    0.059163    0.057909    0.056397    0.055926     0.05559    0.054712    0.053988    0.051798    0.051526     0.05058]","['laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'laptop', 'keyboard', 'laptop', 'laptop', 'laptop', 'broccoli']",[    0.99295     0.99044     0.98794     0.96456     0.95137     0.93654     0.88756     0.84758     0.62968     0.61188     0.53868     0.27933      0.2193     0.21045     0.13426    0.086513    0.059817    0.055507]
1156635633,['tv'],"['cell phone', 'clock', 'person', 'car', 'couch', 'orange', 'clock', 'person']",[     0.2655    0.075312    0.056222     0.05312    0.051883    0.051168    0.050556    0.050214],"['sink', 'knife', 'knife', 'knife', 'laptop', 'knife', 'laptop', 'laptop', 'knife', 'laptop', 'banana', 'toilet', 'knife', 'mouse', 'cake', 'clock', 'clock', 'laptop', 'banana', 'banana', 'mouse', 'bird', 'keyboard', 'knife', 'knife', 'banana', 'knife', 'laptop', 'tv', 'knife', 'banana']","[    0.99482     0.96871     0.94945     0.93931      0.9266      0.9093     0.87644     0.81658     0.54496     0.49753     0.32546     0.32151     0.31895     0.29372     0.21294     0.20492     0.18578     0.15365     0.15044     0.14746     0.14558     0.14096     0.13443     0.12004      0.1092    0.095971
    0.082128    0.060455    0.059216    0.058039    0.053505    0.050592]"
1157260821,['remote'],"['cell phone', 'cell phone', 'clock', 'clock', 'laptop', 'laptop', 'cell phone', 'clock', 'car', 'car', 'laptop', 'cell phone', 'couch', 'laptop', 'cup']",[    0.74774     0.42525       0.146    0.096907    0.095133    0.090888    0.084156    0.083339    0.079119    0.076051    0.073783    0.072739    0.061379    0.056207    0.051203],"['clock', 'kite', 'refrigerator', 'sink', 'scissors', 'keyboard', 'tie', 'keyboard', 'surfboard', 'scissors', 'teddy bear', 'snowboard']",[    0.98124     0.93688      0.8981     0.84796     0.37668     0.36505     0.31953     0.28831     0.16986      0.1369     0.11307    0.085915    0.080022    0.076729    0.067335    0.063085    0.062162]
1159414888,['cell phone'],"['cell phone', 'cell phone', 'person', 'laptop', 'clock', 'cell phone']",[    0.92957     0.27304    0.096492    0.082396    0.063055    0.062576],"['scissors', 'person', 'parking meter', 'person', 'banana', 'traffic light', 'keyboard', 'person', 'toilet', 'refrigerator', 'person', 'person', 'refrigerator', 'sink', 'person', 'toilet', 'scissors', 'knife', 'tv', 'sandwich', 'person', 'keyboard']",[    0.98608     0.94398     0.83937     0.50138     0.49195      0.3863     0.32744     0.32138     0.30818     0.25459     0.17251     0.16623     0.16267     0.15939      0.1546      0.1265     0.12112     0.10719     0.10656    0.094144    0.091591    0.091184    0.087366    0.074007    0.056585]
1160469576,['laptop'],"['cell phone', 'laptop', 'laptop', 'clock', 'clock', 'couch', 'laptop', 'car']",[    0.63294     0.14297    0.078438    0.073727    0.070845    0.070676    0.063783    0.059918],"['refrigerator', 'vase', 'sink', 'vase', 'refrigerator', 'refrigerator', 'dining table', 'tv', 'keyboard']",[     0.9841     0.79166     0.75115     0.40282     0.37108     0.25555     0.23663      0.1159    0.060305]
1163462453,"['cell phone', 'cell phone']","['cell phone', 'cell phone', 'cell phone', 'cell phone', 'cell phone']",[    0.97763     0.95281     0.87506     0.60343       0.284],"['clock', 'clock', 'scissors', 'scissors', 'scissors', 'refrigerator', 'knife', 'traffic light', 'sink', 'sports ball', 'toilet', 'refrigerator', 'snowboard', 'banana', 'sports ball']",[    0.67844     0.38425     0.36661     0.32896     0.31189     0.27003     0.22461     0.18847      0.1849     0.12988     0.12548    0.089088    0.087799    0.084478    0.071517    0.064366    0.060569    0.060035    0.058285    0.050393     0.05035]
1165726040,['cell phone'],"['cell phone', 'laptop']",[    0.89299    0.061807],"['sink', 'scissors', 'refrigerator', 'sink']",[     0.4734     0.43054     0.25741    0.079866    0.071431    0.052742]
1168374111,"['cell phone', 'cell phone']","['cell phone', 'cell phone']",[    0.98722     0.97656],"['scissors', 'scissors', 'skateboard', 'clock', 'car', 'refrigerator', 'bench', 'hot dog']",[    0.96359     0.76566     0.66303     0.47522    0.086593    0.082856    0.071991    0.059197    0.050112]
1171055970,"['person', 'person']","['person', 'person', 'person', 'person']",[    0.96602     0.95503     0.93744     0.88132],"['person', 'person', 'skateboard', 'person', 'skis', 'person', 'skis']",[     0.9947     0.99342     0.36571     0.20746     0.19161    0.088385     0.07212]
1171772915,['person'],"['person', 'person']",[    0.97101     0.82596],"['person', 'laptop']",[    0.99071    0.096463]
1172487840,['person'],"['person', 'person']",[    0.96085     0.40824],"['person', 'laptop']",[    0.99123    0.078423]
1172675052,['person'],"['person', 'person', 'person']",[    0.98283     0.96757     0.21142],"['person', 'person']",[    0.99713     0.18237]
1174804176,['cell phone'],"['cell phone', 'cell phone', 'cell phone', 'laptop', 'person', 'person', 'car']",[    0.71493     0.17918      0.1036    0.092622    0.067498    0.056388    0.052675],"['scissors', 'person', 'person', 'refrigerator', 'clock', 'sink']",[     0.9576     0.93353     0.18927     0.11504     0.06056    0.053814    0.052608]
1176161947,"['person', 'person']","['person', 'person', 'person', 'person', 'clock', 'person', 'cell phone', 'person', 'person', 'car', 'couch', 'dog', 'motorcycle']",[    0.95717     0.93697     0.81548     0.22124    0.093137    0.084161    0.068703    0.062908    0.060882    0.055592    0.054147    0.052194     0.05026],"['person', 'person', 'laptop', 'motorcycle', 'keyboard', 'keyboard', 'keyboard', 'keyboard', 'toilet', 'donut', 'keyboard', 'motorcycle', 'laptop', 'laptop', 'bird', 'toilet', 'banana', 'motorcycle', 'person', 'bicycle', 'keyboard', 'bicycle', 'person', 'keyboard', 'person', 'bicycle', 'toilet', 'knife', 'bird', 'motorcycle', 'keyboard', 'handbag', 'keyboard', 'keyboard', 'person', 'donut', 'bicycle', 'keyboard', 'bird', 'person', 'toilet']","[    0.99781     0.97493     0.95598     0.91874     0.87922     0.83935     0.63802     0.62632     0.61436     0.55672     0.38597     0.30781     0.30475     0.29093     0.25126     0.24293     0.22813      0.1897     0.16502     0.15976     0.12583     0.11935     0.10938     0.10542     0.10048    0.083536
    0.081699    0.078647    0.077362    0.075832     0.07415    0.073079    0.073075    0.069959    0.069088    0.066724    0.065865    0.065181    0.059796    0.057391    0.057039    0.053981]"
